Name,Email,Age,Gender,Location,Item purchased,Purchased date,Category,Quantity,Price,Last purchase,Frequency of purchase,Preferred Brands,Discount sensitivity,Browsing history,Ratings
Kimberly Le,victoria59@example.com,27,Female,Jacksontown,Vitamins,25-07-2024,Health & Wellness,2,248.97,23-03-2024,7,Nature Made,Medium,"['Toys', 'Appliances', 'Groceries', 'Groceries', 'Sports & Outdoors']",2
Angelica Smith,pgraham@example.org,67,Female,Parksborough,Puzzle,20-07-2024,Toys,3,272.53,01-08-2023,8,Buffalo Games,Medium,"['Home Improvement', 'Electronics']",3
John Reilly,greenhunter@example.net,52,Female,West Nathan,Jacket,17-05-2024,Clothing,1,446.88,03-08-2023,4,Carhartt,High,['Electronics'],4
Jeffery Rush,amyford@example.net,28,Female,Port Christopherhaven,Dryer,29-03-2024,Appliances,3,58.4,18-10-2023,6,Samsung,Medium,"['Groceries', 'Home Improvement', 'Furniture', 'Beauty', 'Furniture']",2
Mary Patel,lewismichael@example.com,29,Female,Williamsfort,Jeans,19-03-2024,Clothing,2,187.33,25-03-2023,20,Wrangler,Low,"['Toys', 'Beauty', 'Appliances', 'Groceries', 'Furniture']",3
Victoria Washington,donnaherrera@example.net,67,Male,South Andrew,First Aid,24-06-2024,Health & Wellness,2,475.03,06-10-2023,9,Band-Aid,Medium,"['Toys', 'Electronics', 'Appliances', 'Home Improvement', 'Health & Wellness']",2
Nathan Fuller,jeffrey69@example.com,23,Female,Lake Reneeville,Lawn Mower,04-07-2024,Home Improvement,5,306.68,25-12-2023,15,John Deere,Low,"['Clothing', 'Electronics', 'Electronics', 'Furniture']",4
Tammy Hawkins,torresmelinda@example.org,22,Other,Shirleyside,Butter,14-07-2024,Groceries,3,15.17,27-05-2024,5,Kerrygold,High,"['Home Improvement', 'Appliances']",1
John Johnson DVM,jacquelinemason@example.com,42,Other,North Chelseyland,Pain Relief,24-03-2024,Health & Wellness,1,345.3,28-10-2023,2,Aleve,Low,"['Groceries', 'Beauty', 'Health & Wellness']",3
Heather Lopez,stevenssheri@example.net,65,Female,West Kathleenborough,Laptop,20-03-2024,Electronics,1,471.44,13-02-2024,9,Apple,Low,"['Sports & Outdoors', 'Sports & Outdoors', 'Beauty', 'Clothing', 'Beauty']",1
Jessica Torres,johnsonshawn@example.com,47,Female,North Melanie,TV,12-07-2024,Electronics,4,102.23,02-07-2024,7,Sony,Medium,"['Home Improvement', 'Appliances']",4
Robert Smith,sara13@example.org,65,Other,East Christophertown,Lawn Mower,23-02-2024,Home Improvement,4,249.6,26-01-2024,16,Toro,Medium,"['Clothing', 'Beauty']",3
James Klein,mitchellanthony@example.org,61,Female,Nelsonbury,Makeup,08-03-2024,Beauty,2,316.9,11-07-2023,17,L'Oreal,Medium,"['Toys', 'Furniture', 'Appliances', 'Sports & Outdoors', 'Health & Wellness']",1
Judith Adams,josephflores@example.com,53,Female,Munozport,First Aid,11-03-2024,Health & Wellness,1,432.2,18-09-2023,5,Johnson & Johnson,Medium,"['Clothing', 'Furniture', 'Toys', 'Electronics']",3
William Newton,shanemorgan@example.com,53,Other,North Johnhaven,Vitamins,29-01-2024,Health & Wellness,1,59.3,30-07-2023,10,Centrum,High,"['Home Improvement', 'Sports & Outdoors', 'Furniture', 'Electronics']",4
Benjamin Salazar,harrisonryan@example.net,69,Other,Wesleyfort,Sofa,11-03-2024,Furniture,4,418.03,06-02-2024,20,Mainstays,Low,"['Clothing', 'Electronics']",2
Kenneth Harris,patricia10@example.net,39,Other,South Michael,Shirt,21-06-2024,Clothing,2,381.99,24-03-2024,4,Wrangler,Low,"['Health & Wellness', 'Groceries', 'Appliances']",4
Tanya Peters,timothy70@example.com,24,Other,West Robertmouth,Skincare,25-07-2024,Beauty,3,164.63,13-06-2024,4,CeraVe,High,"['Electronics', 'Health & Wellness', 'Toys', 'Health & Wellness', 'Health & Wellness']",5
Juan Gibbs,lopezlinda@example.org,68,Female,Jasonberg,Eggs,20-01-2024,Groceries,1,86.45,21-04-2023,8,Vital Farms,High,"['Furniture', 'Health & Wellness', 'Toys']",3
Monica Mayer,sporter@example.net,18,Other,Craigfurt,Bed,01-08-2024,Furniture,5,17.45,26-03-2024,3,Mainstays,Low,"['Home Improvement', 'Electronics']",4
John Richards,ismith@example.org,66,Female,North Daniel,Fragrances,28-06-2024,Beauty,4,42.15,28-08-2023,18,Calvin Klein,High,"['Sports & Outdoors', 'Beauty', 'Furniture']",4
Diane Hull,hectorwilkins@example.com,32,Male,East James,Table,06-03-2024,Furniture,5,494.55,26-03-2023,11,Better Homes & Gardens,Medium,"['Health & Wellness', 'Toys', 'Clothing', 'Furniture', 'Furniture']",3
Danny Brown,gregoryflores@example.org,27,Female,West Alejandro,Doll,01-07-2024,Toys,1,33.04,31-08-2023,2,Barbie,Medium,"['Electronics', 'Electronics']",4
Victor Tanner,nancyhiggins@example.com,46,Other,Port Joystad,Chair,25-03-2024,Furniture,4,106.36,21-12-2023,18,Better Homes & Gardens,Low,"['Electronics', 'Health & Wellness', 'Furniture']",4
Susan Brown,glen81@example.org,38,Female,Mendezberg,Skincare,04-07-2024,Beauty,2,376.44,20-03-2024,3,CeraVe,High,"['Toys', 'Electronics']",3
Carlos Ochoa,juliamcdonald@example.com,34,Male,Kellyside,Shirt,07-06-2024,Clothing,2,88.7,07-09-2023,9,Fruit of the Loom,Low,"['Home Improvement', 'Clothing', 'Electronics', 'Beauty', 'Toys']",4
David Sanchez,brucehoward@example.net,55,Other,Josephberg,Butter,11-04-2024,Groceries,5,346.59,28-12-2023,19,Kerrygold,High,"['Sports & Outdoors', 'Furniture']",2
Sarah Wilson,udiaz@example.com,34,Female,Raymondport,Makeup,10-06-2024,Beauty,1,207.03,01-02-2024,9,Revlon,Low,"['Beauty', 'Groceries']",4
Haley Stephenson,fred80@example.org,42,Female,New Robert,Bike,08-01-2024,Sports & Outdoors,1,338.87,06-02-2023,4,Trek,High,"['Electronics', 'Electronics']",4
William Glass,npacheco@example.org,18,Female,Rodriguezland,Bed,06-06-2024,Furniture,3,258.72,07-08-2023,5,Serta,Medium,"['Clothing', 'Beauty']",4
Andrew Thompson,caroldixon@example.org,55,Other,Christinashire,Tool Set,20-03-2024,Home Improvement,4,429.33,29-03-2023,3,Husky,High,['Sports & Outdoors'],3
Stacey Adams,ryan85@example.org,59,Male,Henryville,Drill,27-06-2024,Home Improvement,1,36.26,14-01-2024,14,DeWalt,High,"['Appliances', 'Health & Wellness']",3
Danielle Reynolds,ortizjulie@example.net,19,Other,Nelsonport,Pain Relief,04-06-2024,Health & Wellness,1,224.49,23-02-2024,8,Tylenol,Low,"['Sports & Outdoors', 'Electronics', 'Home Improvement', 'Furniture']",1
Vicki Willis,elizabethalvarez@example.net,51,Female,East Carl,First Aid,24-01-2024,Health & Wellness,5,485.61,14-06-2023,2,Curad,Low,"['Clothing', 'Sports & Outdoors', 'Groceries', 'Electronics', 'Toys']",1
Jessica Kramer,steven11@example.com,30,Male,Port Ethan,Puzzle,10-07-2024,Toys,2,62.11,31-10-2023,15,Melissa & Doug,Medium,"['Electronics', 'Toys', 'Home Improvement', 'Beauty']",3
Christopher Oneill,whitetroy@example.net,40,Male,Harrisonfurt,Tool Set,25-01-2024,Home Improvement,3,421.05,21-02-2023,2,Craftsman,Low,"['Home Improvement', 'Clothing', 'Clothing', 'Electronics']",5
Molly Stokes,harrischeryl@example.net,42,Female,Port Annview,Puzzle,18-07-2024,Toys,4,374.99,03-08-2023,15,Ravensburger,Low,"['Beauty', 'Electronics', 'Appliances']",4
Debra Campbell,christina63@example.org,58,Male,Lauramouth,Microwave,08-03-2024,Appliances,2,476.64,09-07-2023,1,LG,Low,"['Furniture', 'Sports & Outdoors', 'Groceries', 'Electronics', 'Groceries']",1
Jacob Ramirez,gordongregory@example.org,62,Male,Jeffersonborough,Chair,13-07-2024,Furniture,4,136.84,31-10-2023,16,Better Homes & Gardens,Low,"['Beauty', 'Toys', 'Electronics', 'Appliances']",5
Mr. Jerome Porter MD,bowencatherine@example.net,67,Other,Daniellemouth,Bed,25-07-2024,Furniture,2,153.43,15-05-2024,4,Better Homes & Gardens,Medium,"['Clothing', 'Sports & Outdoors', 'Toys', 'Toys', 'Groceries']",1
Cheryl Palmer,portiz@example.org,56,Female,Justinside,Shirt,11-07-2024,Clothing,4,26.44,14-11-2023,12,Hanes,Medium,"['Furniture', 'Groceries', 'Beauty']",1
Virginia Barrett,stefaniejohnson@example.org,30,Other,North Kellystad,Shirt,17-06-2024,Clothing,5,454.13,15-07-2023,6,Levi's,High,"['Sports & Outdoors', 'Beauty', 'Beauty']",5
Cynthia Simmons,oscott@example.net,33,Other,South Brianna,Laptop,22-03-2024,Electronics,2,113.93,22-06-2023,16,Lenovo,Medium,"['Sports & Outdoors', 'Clothing', 'Home Improvement']",4
Kenneth Holt,ycoleman@example.org,21,Male,Port Aaronhaven,Smartphone,27-06-2024,Electronics,4,497.39,16-07-2023,7,Google,Medium,"['Clothing', 'Appliances', 'Health & Wellness', 'Electronics']",3
Nicole Holland,annayoung@example.net,21,Male,Robertview,Drill,02-01-2024,Home Improvement,3,134.98,25-03-2023,19,DeWalt,High,"['Clothing', 'Clothing', 'Health & Wellness', 'Toys', 'Sports & Outdoors']",3
Laura Perez,yjones@example.com,69,Female,West Valerie,Bed,10-02-2024,Furniture,3,277.12,08-09-2023,14,DHP,Low,"['Groceries', 'Furniture', 'Appliances']",4
Michael Ramirez,jenniferrose@example.org,41,Male,Lopezstad,Kayak,26-07-2024,Sports & Outdoors,1,149.01,10-02-2024,17,Old Town,Medium,['Sports & Outdoors'],1
Kelly Hardy,xromero@example.org,25,Other,Port Kristinaport,Fragrances,25-01-2024,Beauty,2,304.49,06-09-2023,15,Calvin Klein,High,"['Clothing', 'Appliances', 'Appliances', 'Beauty']",3
Tiffany Garcia,amandasullivan@example.org,49,Other,Lake Carlos,Lawn Mower,09-05-2024,Home Improvement,1,438.61,19-09-2023,9,John Deere,Medium,"['Groceries', 'Appliances', 'Clothing', 'Home Improvement', 'Beauty']",5
Douglas Herman,luisthompson@example.com,32,Female,West Adrianton,Microwave,20-01-2024,Appliances,5,225.77,22-11-2023,19,GE,High,"['Electronics', 'Sports & Outdoors', 'Sports & Outdoors', 'Electronics']",3
Tonya Thompson,stanleyvicki@example.com,33,Other,Ronaldfurt,Jacket,28-07-2024,Clothing,5,82.87,20-08-2023,1,Carhartt,High,['Clothing'],5
Scott Mathis,mendezmaria@example.com,61,Female,East Michele,Shoes,16-05-2024,Clothing,2,167.99,26-03-2024,10,Puma,Low,['Appliances'],2
Denise Cardenas,amber78@example.com,68,Male,Neilfort,Shirt,18-05-2024,Clothing,5,416.78,08-03-2024,18,Levi's,High,"['Health & Wellness', 'Sports & Outdoors']",5
Anthony Stewart,cynthialove@example.com,64,Other,New Kevinfort,Pain Relief,30-04-2024,Health & Wellness,3,83.92,02-11-2023,18,Bayer,Low,['Groceries'],2
Betty Campbell,marksedward@example.org,44,Female,Samuelberg,Puzzle,25-01-2024,Toys,1,150.35,25-09-2023,6,Buffalo Games,Medium,"['Groceries', 'Clothing']",5
Ashley Arnold,whiteheadanthony@example.org,67,Other,Erinfurt,Sofa,19-07-2024,Furniture,5,337.01,07-05-2024,19,Better Homes & Gardens,High,"['Electronics', 'Health & Wellness', 'Groceries']",3
Vanessa Kennedy,dcarr@example.com,20,Other,Port Yolanda,Drill,15-04-2024,Home Improvement,3,68.53,22-01-2024,14,Makita,Low,"['Groceries', 'Beauty', 'Furniture', 'Home Improvement', 'Sports & Outdoors']",2
Connor Santiago,bestjacob@example.com,59,Male,Livingstonbury,Smartphone,03-02-2024,Electronics,4,405.9,08-11-2023,7,Apple,Medium,['Electronics'],5
Vicki Mills,tyler37@example.net,49,Female,Mitchellmouth,Hair Care,25-05-2024,Beauty,1,193.89,15-12-2023,2,Tresemme,High,"['Home Improvement', 'Furniture', 'Clothing']",1
Raymond Lynn,dominique00@example.com,52,Other,Millerstad,Skincare,22-04-2024,Beauty,5,384.36,19-05-2023,6,CeraVe,Medium,"['Clothing', 'Clothing', 'Toys', 'Groceries']",5
Robert Johnson,wileysergio@example.org,18,Other,East Diana,Kayak,27-04-2024,Sports & Outdoors,4,207.4,09-03-2024,4,Lifetime,High,"['Groceries', 'Furniture', 'Home Improvement', 'Clothing', 'Furniture']",3
Anna Gomez,richardwilson@example.org,39,Female,West Coreybury,Eggs,17-06-2024,Groceries,3,174.64,25-06-2023,18,Eggland's Best,High,"['Groceries', 'Groceries', 'Appliances', 'Toys']",4
Melanie Miller,nhernandez@example.org,34,Male,Caitlinland,Washer,18-03-2024,Appliances,2,146.27,07-11-2023,12,LG,Medium,"['Beauty', 'Furniture', 'Sports & Outdoors', 'Sports & Outdoors', 'Appliances']",3
Joseph Nunez,monica85@example.org,56,Other,Rodriguezstad,Shoes,20-04-2024,Clothing,2,480.21,01-10-2023,6,Under Armour,High,"['Appliances', 'Sports & Outdoors', 'Health & Wellness', 'Groceries', 'Furniture']",3
Natasha Edwards,masonthomas@example.net,26,Other,Carlchester,Skincare,23-02-2024,Beauty,4,171.63,25-10-2023,7,Neutrogena,High,"['Furniture', 'Toys', 'Electronics', 'Beauty']",3
Kari Smith,whoward@example.org,65,Other,East Jessica,Dryer,07-06-2024,Appliances,5,444.61,31-01-2024,10,Whirlpool,High,"['Beauty', 'Appliances', 'Beauty']",4
Mark Walsh,samuel74@example.org,25,Other,West Randyland,Jeans,27-06-2024,Clothing,5,155.24,16-02-2024,4,Wrangler,Low,"['Electronics', 'Health & Wellness', 'Groceries', 'Health & Wellness']",5
Sherry Whitney,shannon89@example.net,46,Female,Mendozamouth,Skincare,06-06-2024,Beauty,2,24.5,25-04-2024,7,Aveeno,Medium,"['Health & Wellness', 'Toys', 'Beauty', 'Sports & Outdoors']",1
Steve Miles,cameron28@example.com,42,Other,Reginaland,Shoes,16-06-2024,Clothing,4,379.03,29-12-2023,4,Adidas,High,"['Sports & Outdoors', 'Groceries', 'Clothing']",5
Michael Alvarez,davislisa@example.org,46,Other,Jonathanville,TV,29-02-2024,Electronics,3,144.46,02-12-2023,20,Samsung,High,"['Sports & Outdoors', 'Appliances', 'Home Improvement', 'Beauty', 'Home Improvement']",1
Emily Huffman,benjamin61@example.org,66,Female,New Vickibury,Microwave,07-07-2024,Appliances,2,447.66,19-07-2023,20,LG,Medium,"['Health & Wellness', 'Home Improvement', 'Beauty', 'Toys']",2
Gregory Raymond,wrighttracy@example.org,33,Female,East Andreview,Sofa,25-04-2024,Furniture,3,278.13,15-09-2023,14,Mainstays,Low,"['Toys', 'Electronics', 'Appliances', 'Sports & Outdoors', 'Clothing']",1
William Cole,duranalbert@example.net,20,Other,East Emily,Tent,06-01-2024,Sports & Outdoors,2,210.84,17-09-2023,13,Wenzel,Low,"['Clothing', 'Health & Wellness', 'Clothing']",2
Scott Ramirez,bgardner@example.com,66,Other,Elizabethborough,Microwave,03-01-2024,Appliances,2,315.4,09-12-2023,2,Panasonic,Low,"['Furniture', 'Home Improvement', 'Appliances', 'Home Improvement']",4
Michael Conway,kellyangela@example.net,42,Male,New Kathryn,Bike,12-02-2024,Sports & Outdoors,1,186.41,10-11-2023,5,Mongoose,Medium,['Home Improvement'],4
James Diaz,sarabarker@example.org,25,Male,Port Dale,Laptop,12-07-2024,Electronics,5,31.72,29-11-2023,15,Lenovo,High,"['Clothing', 'Appliances', 'Clothing', 'Toys']",5
Amanda Coffey,jjohnson@example.net,36,Other,South Kim,Tool Set,19-06-2024,Home Improvement,5,352.42,28-07-2023,15,Stanley,High,['Groceries'],1
Jennifer Rojas,taylorgregory@example.com,68,Other,New David,Puzzle,04-02-2024,Toys,4,400.48,17-02-2023,1,Ravensburger,Medium,"['Electronics', 'Health & Wellness', 'Appliances', 'Sports & Outdoors', 'Electronics']",3
Keith Mayer,ashleytaylor@example.com,44,Female,North Danieltown,Dryer,09-03-2024,Appliances,1,392.3,10-01-2024,18,GE,Medium,['Electronics'],4
Chris Fernandez,stephenthornton@example.com,40,Male,North Daniel,Paint,03-08-2024,Home Improvement,3,491.9,29-10-2023,4,Rust-Oleum,Low,"['Beauty', 'Sports & Outdoors']",1
Jenna Adams,nancy52@example.net,62,Male,Dustinview,Vitamins,21-01-2024,Health & Wellness,3,315.54,25-06-2023,4,Nature's Bounty,High,['Appliances'],1
Rebecca Webb,owilliams@example.com,62,Other,Port Terri,Bike,19-03-2024,Sports & Outdoors,1,275.88,29-10-2023,6,Huffy,High,"['Sports & Outdoors', 'Health & Wellness', 'Toys', 'Groceries', 'Appliances']",2
Danny Collins,ashleyreyes@example.com,23,Male,North Devinport,Doll,08-05-2024,Toys,1,348.88,15-05-2023,9,Disney,Low,"['Home Improvement', 'Groceries', 'Electronics', 'Home Improvement', 'Clothing']",1
David Lin,blee@example.org,49,Male,Gomezport,Lego,26-01-2024,Toys,5,344.12,02-10-2023,5,Lego,High,"['Toys', 'Electronics', 'Clothing', 'Electronics', 'Sports & Outdoors']",4
Gerald Bauer,brettwalsh@example.org,37,Other,South Karenland,Smartphone,06-07-2024,Electronics,4,140.33,24-03-2024,15,OnePlus,Medium,"['Furniture', 'Health & Wellness', 'Groceries', 'Toys']",5
Laura Sparks,julie20@example.net,28,Male,South Alexanderberg,Hair Care,16-03-2024,Beauty,4,116.97,04-07-2023,15,Tresemme,Medium,"['Home Improvement', 'Electronics', 'Clothing', 'Clothing', 'Toys']",1
Thomas Wilson,lisatran@example.com,66,Female,Andreamouth,Jeans,26-06-2024,Clothing,1,224.65,12-02-2024,9,Levi's,Medium,"['Electronics', 'Sports & Outdoors']",2
Sheila Becker,jwilson@example.com,64,Female,Jamesborough,Milk,29-07-2024,Groceries,2,255.51,01-03-2024,14,Fairlife,Low,"['Health & Wellness', 'Health & Wellness']",1
Dawn Robinson,jameshaley@example.org,22,Other,Lake Linda,Puzzle,05-04-2024,Toys,3,475.75,15-07-2023,2,Ravensburger,High,['Toys'],5
Cynthia Clark,erikagiles@example.com,52,Female,Port Brittanystad,Doll,19-05-2024,Toys,3,65.66,29-09-2023,6,Disney,Medium,"['Health & Wellness', 'Appliances', 'Appliances']",4
Randy Lopez,patriciamitchell@example.com,39,Male,West Kimberly,Smartphone,24-04-2024,Electronics,5,130.03,26-09-2023,7,Google,High,"['Home Improvement', 'Beauty', 'Electronics', 'Furniture', 'Health & Wellness']",1
Mrs. Sheena Smith,briannacochran@example.net,63,Male,North Heidi,TV,02-06-2024,Electronics,4,412.6,04-10-2023,1,Samsung,High,"['Electronics', 'Clothing', 'Appliances', 'Furniture']",1
Nancy Shepard PhD,moyermichael@example.net,51,Other,South Andrea,Lego,29-03-2024,Toys,5,266.47,30-04-2023,18,Lego,High,"['Sports & Outdoors', 'Appliances']",4
Stephanie Campbell,reedjohn@example.com,28,Other,Dennisside,Milk,27-05-2024,Groceries,2,380.39,01-07-2023,8,Great Value,Medium,"['Appliances', 'Beauty', 'Sports & Outdoors', 'Health & Wellness']",5
Thomas Garcia,dhall@example.net,59,Female,South Dustin,Hair Care,17-07-2024,Beauty,5,14.09,19-06-2024,18,Garnier,High,"['Furniture', 'Clothing', 'Furniture']",4
Brittany Patterson,darrell47@example.org,68,Other,Port Lori,Jacket,13-06-2024,Clothing,5,278.72,20-10-2023,5,Columbia,Low,"['Furniture', 'Beauty', 'Toys', 'Sports & Outdoors']",2
Molly Foster,ashleygates@example.net,27,Female,West Michael,Washer,14-03-2024,Appliances,4,179.65,19-07-2023,4,Whirlpool,High,"['Electronics', 'Beauty', 'Furniture', 'Clothing', 'Home Improvement']",4
Jennifer Harris,tpotter@example.com,56,Other,South Andrewbury,Tent,15-07-2024,Sports & Outdoors,4,202.38,25-07-2023,18,Ozark Trail,Medium,['Groceries'],2
Johnny White,pgibbs@example.com,38,Female,Oliverchester,Fishing Rod,05-02-2024,Sports & Outdoors,2,282.17,13-02-2023,11,Abu Garcia,Medium,"['Sports & Outdoors', 'Electronics']",3
Sharon Hernandez,owensrachel@example.com,30,Male,Lake Erichaven,Shirt,24-03-2024,Clothing,1,351.93,13-07-2023,11,Hanes,High,"['Health & Wellness', 'Furniture']",5
Gregory Coleman,blake47@example.net,63,Female,Danielsborough,Microwave,27-05-2024,Appliances,1,384.89,07-02-2024,10,Panasonic,Medium,"['Beauty', 'Sports & Outdoors', 'Sports & Outdoors', 'Sports & Outdoors', 'Clothing']",4
Tammy Johnson,shawn42@example.com,60,Female,Port Brandonhaven,Eggs,03-05-2024,Groceries,2,247.49,09-08-2023,19,Great Value,Medium,"['Furniture', 'Clothing', 'Furniture', 'Toys']",3
Matthew Lowe,jessicabailey@example.org,26,Female,Freemanchester,Tool Set,27-04-2024,Home Improvement,3,186.71,04-06-2023,8,Husky,Medium,['Home Improvement'],3
Jeremy Schroeder,jose82@example.com,27,Male,New Sharonberg,First Aid,06-04-2024,Health & Wellness,4,213.58,24-10-2023,18,Band-Aid,High,"['Furniture', 'Furniture', 'Electronics', 'Sports & Outdoors', 'Electronics']",5
Denise Smith,tinaferguson@example.org,44,Male,Josephville,Lawn Mower,21-01-2024,Home Improvement,4,225.48,08-05-2023,16,Husqvarna,High,"['Health & Wellness', 'Groceries', 'Furniture', 'Furniture']",1
Theresa Johnson,rhodesteresa@example.org,27,Female,East Teresa,Bike,23-01-2024,Sports & Outdoors,2,434.9,10-05-2023,2,Schwinn,Low,"['Clothing', 'Electronics', 'Toys', 'Home Improvement']",3
Wendy Lopez PhD,dspence@example.com,61,Female,Edwardview,Lawn Mower,22-06-2024,Home Improvement,5,46.7,22-02-2024,15,Honda,Medium,"['Sports & Outdoors', 'Home Improvement', 'Toys', 'Toys']",2
Andre King,jessicaandrews@example.org,36,Male,Christianland,Bike,28-07-2024,Sports & Outdoors,1,117.89,16-10-2023,9,Mongoose,Low,"['Beauty', 'Sports & Outdoors', 'Health & Wellness']",3
Timothy Serrano,xcox@example.net,68,Other,North Bradleymouth,Fragrances,03-07-2024,Beauty,4,417.11,16-10-2023,5,Chanel,Medium,"['Appliances', 'Home Improvement', 'Health & Wellness']",2
Kimberly Allen,steven81@example.org,49,Female,Lake Josephberg,Shoes,12-07-2024,Clothing,3,499.67,19-07-2023,9,Adidas,Medium,"['Appliances', 'Clothing', 'Home Improvement', 'Electronics']",4
Heather White,smithtroy@example.org,49,Female,West Scott,Tool Set,27-04-2024,Home Improvement,3,120.39,01-09-2023,15,Kobalt,High,"['Toys', 'Electronics']",2
Michelle Smith,omarconner@example.com,62,Other,New Melinda,Chair,25-02-2024,Furniture,3,319.46,26-12-2023,11,DHP,High,['Home Improvement'],5
Erin Reyes,ashleypetersen@example.org,55,Other,East Sarah,Puzzle,13-05-2024,Toys,4,415.11,01-07-2023,16,Melissa & Doug,High,"['Health & Wellness', 'Clothing', 'Beauty']",4
Nicole Santana,fmcgee@example.com,19,Other,Coryfurt,Car,29-05-2024,Toys,5,454.27,15-12-2023,3,Matchbox,Low,['Furniture'],3
Melissa Li,kpatterson@example.net,31,Female,Richardland,Lawn Mower,30-07-2024,Home Improvement,4,211.74,16-01-2024,18,Honda,High,"['Clothing', 'Sports & Outdoors', 'Home Improvement', 'Appliances']",3
John Powell,tdennis@example.net,70,Male,Diazmouth,Fishing Rod,08-06-2024,Sports & Outdoors,4,154.99,08-08-2023,20,Penn,Medium,"['Beauty', 'Beauty', 'Furniture', 'Beauty']",3
Kenneth Patel,xbowman@example.com,42,Male,Yorktown,TV,30-04-2024,Electronics,4,257.74,04-11-2023,17,Vizio,Medium,"['Furniture', 'Electronics', 'Home Improvement', 'Health & Wellness', 'Sports & Outdoors']",3
Mr. Kenneth Schneider,wrightpeter@example.org,49,Other,Walkerview,Tent,09-05-2024,Sports & Outdoors,4,199.55,30-09-2023,3,Wenzel,Low,"['Beauty', 'Furniture', 'Clothing', 'Appliances', 'Clothing']",3
Richard Watson,ymorales@example.com,41,Female,Tracybury,Makeup,02-07-2024,Beauty,4,238.29,31-10-2023,10,CoverGirl,Medium,"['Beauty', 'Clothing', 'Electronics']",5
Christopher Norton,nicole45@example.net,26,Male,New Gregoryland,Lawn Mower,07-06-2024,Home Improvement,4,394.18,18-02-2024,1,John Deere,Medium,['Toys'],2
Anthony Glover,brownheather@example.org,70,Female,West Michaelchester,Milk,30-05-2024,Groceries,4,346.59,09-07-2023,3,Fairlife,Medium,"['Groceries', 'Electronics', 'Sports & Outdoors', 'Electronics']",4
Casey Hood,emiller@example.net,33,Other,Riddleberg,Paint,31-07-2024,Home Improvement,5,420.17,30-08-2023,5,Sherwin-Williams,High,['Home Improvement'],5
Raymond Hayes,bparker@example.org,62,Female,Wrightfort,First Aid,22-03-2024,Health & Wellness,1,47.02,09-02-2024,12,Band-Aid,High,"['Health & Wellness', 'Electronics']",2
Danny Fields,ashleyrussell@example.com,30,Male,Schmidtport,Smartphone,19-02-2024,Electronics,3,363.79,27-12-2023,14,Apple,High,"['Beauty', 'Furniture', 'Clothing', 'Furniture', 'Beauty']",4
Patricia Roberts,kennedyjessica@example.net,26,Other,Port Michelle,Lego,02-05-2024,Toys,3,436.93,31-07-2023,14,Lego,High,"['Sports & Outdoors', 'Appliances', 'Electronics']",4
Larry Scott,ejohnson@example.net,38,Other,New Carolyn,Car,04-03-2024,Toys,4,83.81,17-05-2023,14,Matchbox,High,['Toys'],5
Jason Mayer,kbrown@example.net,36,Other,Chambersfurt,Jeans,06-03-2024,Clothing,5,491.44,09-03-2023,12,Wrangler,High,"['Beauty', 'Toys', 'Clothing']",4
Alexandria Lawson,lisa84@example.net,37,Female,North Charles,Washer,01-02-2024,Appliances,4,226.32,03-07-2023,6,LG,Medium,"['Health & Wellness', 'Appliances']",1
Lauren Vaughn,jennifer64@example.net,39,Male,Crystalland,Lego,29-06-2024,Toys,4,374.78,07-07-2023,13,Lego,Medium,"['Electronics', 'Appliances']",3
Jay Kennedy,mercadoevan@example.org,42,Female,Ryanbury,Butter,25-03-2024,Groceries,4,400.21,02-09-2023,11,Great Value,Medium,"['Sports & Outdoors', 'Electronics', 'Furniture']",2
Christopher Phillips,cscott@example.net,29,Male,Tiffanyton,Pain Relief,21-07-2024,Health & Wellness,5,150.17,21-03-2024,11,Aleve,High,['Toys'],1
Jose Freeman,sdavenport@example.com,63,Male,Andersonton,Pain Relief,07-05-2024,Health & Wellness,4,98.32,25-03-2024,17,Tylenol,High,"['Toys', 'Appliances']",2
Donna Torres,terryryan@example.net,26,Female,Alisonfort,Pain Relief,30-06-2024,Health & Wellness,1,329.92,24-11-2023,9,Tylenol,High,"['Clothing', 'Home Improvement', 'Toys', 'Clothing']",3
John Hill,dmorales@example.com,53,Male,East Matthew,Bread,15-03-2024,Groceries,2,431.34,04-11-2023,12,Wonder,High,"['Health & Wellness', 'Beauty', 'Sports & Outdoors']",1
Matthew Simpson,sheila72@example.com,46,Male,Kevinfort,Fragrances,19-04-2024,Beauty,3,207.89,03-02-2024,11,Chanel,Low,['Groceries'],4
Kyle Aguilar,gclark@example.com,26,Other,Lorihaven,Dryer,07-06-2024,Appliances,4,101.65,12-12-2023,14,Whirlpool,High,"['Groceries', 'Electronics', 'Clothing', 'Home Improvement']",1
Yesenia Jacobson,tonya16@example.com,24,Male,Port Nancy,Vitamins,08-06-2024,Health & Wellness,2,66.02,25-01-2024,3,Nature's Bounty,Low,"['Clothing', 'Furniture', 'Electronics', 'Health & Wellness']",4
Shelby Bates,margaret95@example.org,27,Other,South Travistown,Makeup,10-03-2024,Beauty,1,100.33,04-03-2024,3,L'Oreal,Low,"['Groceries', 'Toys', 'Electronics']",5
Michelle Moran,kaitlinmorales@example.org,58,Female,East Jeremy,TV,25-05-2024,Electronics,2,454.29,27-03-2024,6,Vizio,Medium,"['Electronics', 'Groceries', 'Furniture']",3
